Date,XD9U.DE
2017-04-10,58.18000030517578
2017-04-11,57.709999084472656
2017-04-12,57.79999923706055
2017-04-13,57.79999923706055
2017-04-18,57.209999084472656
2017-04-19,57.459999084472656
2017-04-20,57.119998931884766
2017-04-21,57.56999969482422
2017-04-24,57.15999984741211
2017-04-25,57.15999984741211
2017-04-26,57.709999084472656
2017-04-27,57.5099983215332
2017-04-28,57.290000915527344
2017-05-02,57.369998931884766
2017-05-03,57.20000076293945
2017-05-04,57.189998626708984
2017-05-05,56.97999954223633
2017-05-08,57.439998626708984
2017-05-09,57.7400016784668
2017-05-10,57.790000915527344
2017-05-11,57.560001373291016
2017-05-12,57.33000183105469
2017-05-15,57.349998474121094
2017-05-16,56.77000045776367
2017-05-17,55.79999923706055
2017-05-18,55.7400016784668
2017-05-19,55.810001373291016
2017-05-22,55.790000915527344
2017-05-23,55.939998626708984
2017-05-24,56.31999969482422
2017-05-25,56.43000030517578
2017-05-26,56.66999816894531
2017-05-29,56.70000076293945
2017-05-30,56.56999969482422
2017-05-31,56.13999938964844
2017-06-01,56.56999969482422
2017-06-02,56.66999816894531
2017-06-05,56.66999816894531
2017-06-06,56.65999984741211
2017-06-07,56.70000076293945
2017-06-08,56.93000030517578
2017-06-09,57.34000015258789
2017-06-12,56.84000015258789
2017-06-13,57.02000045776367
2017-06-14,56.72999954223633
2017-06-15,57.189998626708984
2017-06-16,56.93000030517578
2017-06-19,57.56999969482422
2017-06-20,57.65999984741211
2017-06-21,57.400001525878906
2017-06-22,57.439998626708984
2017-06-23,57.20000076293945
2017-06-26,57.18000030517578
2017-06-27,56.709999084472656
2017-06-28,56.369998931884766
2017-06-29,55.709999084472656
2017-06-30,55.81999969482422
2017-07-03,56.31999969482422
2017-07-04,56.29999923706055
2017-07-05,56.310001373291016
2017-07-06,55.779998779296875
2017-07-07,55.869998931884766
2017-07-10,55.97999954223633
2017-07-11,55.619998931884766
2017-07-12,56.209999084472656
2017-07-13,56.439998626708984
2017-07-14,56.220001220703125
2017-07-17,56.380001068115234
2017-07-18,55.779998779296875
2017-07-19,56.310001373291016
2017-07-20,55.77000045776367
2017-07-21,55.709999084472656
2017-07-24,55.689998626708984
2017-07-25,55.939998626708984
2017-07-26,56.06999969482422
2017-07-27,55.939998626708984
2017-07-28,55.189998626708984
2017-07-31,55.130001068115234
2017-08-01,55.09000015258789
2017-08-02,54.7599983215332
2017-08-03,54.709999084472656
2017-08-04,55.40999984741211
2017-08-07,55.22999954223633
2017-08-08,55.689998626708984
2017-08-09,55.2599983215332
2017-08-10,54.939998626708984
2017-08-11,54.470001220703125
2017-08-14,55.060001373291016
2017-08-15,55.33000183105469
2017-08-16,55.56999969482422
2017-08-17,55.029998779296875
2017-08-18,54.5099983215332
2017-08-21,54.040000915527344
2017-08-22,54.72999954223633
2017-08-23,54.560001373291016
2017-08-24,54.349998474121094
2017-08-25,54.20000076293945
2017-08-28,53.75
2017-08-29,53.400001525878906
2017-08-30,54.20000076293945
2017-08-31,54.66999816894531
2017-09-01,54.959999084472656
2017-09-04,54.59000015258789
2017-09-05,54.5099983215332
2017-09-06,54.33000183105469
2017-09-07,53.97999954223633
2017-09-08,54.0
2017-09-11,54.65999984741211
2017-09-12,54.93000030517578
2017-09-13,55.31999969482422
2017-09-14,55.38999938964844
2017-09-15,55.06999969482422
2017-09-18,55.310001373291016
2017-09-19,55.220001220703125
2017-09-20,55.130001068115234
2017-09-21,55.31999969482422
2017-09-22,55.06999969482422
2017-09-25,55.4900016784668
2017-09-26,55.959999084472656
2017-09-27,56.119998931884766
2017-09-28,56.119998931884766
2017-09-29,56.13999938964844
2017-10-02,56.720001220703125
2017-10-03,56.720001220703125
2017-10-04,56.90999984741211
2017-10-05,57.34000015258789
2017-10-06,57.279998779296875
2017-10-09,57.279998779296875
2017-10-10,56.91999816894531
2017-10-11,56.810001373291016
2017-10-12,56.88999938964844
2017-10-13,56.939998626708984
2017-10-16,57.08000183105469
2017-10-17,57.33000183105469
2017-10-18,57.38999938964844
2017-10-19,56.91999816894531
2017-10-20,57.59000015258789
2017-10-23,57.84000015258789
2017-10-24,57.61000061035156
2017-10-25,57.040000915527344
2017-10-26,57.81999969482422
2017-10-27,58.7400016784668
2017-10-30,58.29999923706055
2017-10-31,58.29999923706055
2017-11-01,58.58000183105469
2017-11-02,58.33000183105469
2017-11-03,58.7599983215332
2017-11-06,58.959999084472656
2017-11-07,59.099998474121094
2017-11-08,58.90999984741211
2017-11-09,58.529998779296875
2017-11-10,58.40999984741211
2017-11-13,58.4900016784668
2017-11-14,57.810001373291016
2017-11-15,57.560001373291016
2017-11-16,57.9900016784668
2017-11-17,57.83000183105469
2017-11-20,58.119998931884766
2017-11-21,58.52000045776367
2017-11-22,58.22999954223633
2017-11-23,57.97999954223633
2017-11-24,57.63999938964844
2017-11-27,57.70000076293945
2017-11-28,58.15999984741211
2017-11-29,58.56999969482422
2017-11-30,58.63999938964844
2017-12-01,58.0
2017-12-04,59.189998626708984
2017-12-05,59.16999816894531
2017-12-06,58.9900016784668
2017-12-07,59.1150016784668
2017-12-08,59.4900016784668
2017-12-11,59.4900016784668
2017-12-12,60.19499969482422
2017-12-13,60.005001068115234
2017-12-14,59.810001373291016
2017-12-15,60.10499954223633
2017-12-18,60.29999923706055
2017-12-19,60.15999984741211
2017-12-20,59.709999084472656
2017-12-21,59.900001525878906
2017-12-22,59.880001068115234
2017-12-27,59.709999084472656
2017-12-28,59.400001525878906
2017-12-29,59.459999084472656
2018-01-02,59.04399871826172
2018-01-03,59.59199905395508
2018-01-04,59.70000076293945
2018-01-05,60.12799835205078
2018-01-08,60.61600112915039
2018-01-09,61.20199966430664
2018-01-10,60.75600051879883
2018-01-11,60.60599899291992
2018-01-12,60.678001403808594
2018-01-15,60.29399871826172
2018-01-16,60.51599884033203
2018-01-17,60.40800094604492
2018-01-18,60.492000579833984
2018-01-19,60.66600036621094
2018-01-22,60.869998931884766
2018-01-23,61.2400016784668
2018-01-24,60.652000427246094
2018-01-25,60.268001556396484
2018-01-26,60.832000732421875
2018-01-29,61.332000732421875
2018-01-30,60.45199966430664
2018-01-31,60.20600128173828
2018-02-01,59.99399948120117
2018-02-02,59.43600082397461
2018-02-05,58.7140007019043
2018-02-06,56.2400016784668
2018-02-07,58.577999114990234
2018-02-08,57.35200119018555
2018-02-09,56.130001068115234
2018-02-12,57.04999923706055
2018-02-13,56.71799850463867
2018-02-14,57.13800048828125
2018-02-15,57.44200134277344
2018-02-16,58.47200012207031
2018-02-19,58.38600158691406
2018-02-20,58.75600051879883
2018-02-21,59.0260009765625
2018-02-22,58.67399978637695
2018-02-23,58.805999755859375
2018-02-26,59.50400161743164
2018-02-27,59.99599838256836
2018-02-28,59.582000732421875
2018-03-01,58.96799850463867
2018-03-02,57.380001068115234
2018-03-05,58.263999938964844
2018-03-06,58.13399887084961
2018-03-07,58.26599884033203
2018-03-08,58.849998474121094
2018-03-09,59.715999603271484
2018-03-12,60.0620002746582
2018-03-13,59.54199981689453
2018-03-14,59.198001861572266
2018-03-15,59.44200134277344
2018-03-16,59.63199996948242
2018-03-19,58.486000061035156
2018-03-20,58.95399856567383
2018-03-21,59.167999267578125
2018-03-22,57.948001861572266
2018-03-23,56.67399978637695
2018-03-26,55.874000549316406
2018-03-27,57.099998474121094
2018-03-28,56.167999267578125
2018-03-29,56.87799835205078
2018-04-03,56.2239990234375
2018-04-04,56.36199951171875
2018-04-05,58.11600112915039
2018-04-06,57.05799865722656
2018-04-09,57.077999114990234
2018-04-10,57.316001892089844
2018-04-11,56.902000427246094
2018-04-12,57.5880012512207
2018-04-13,57.45800018310547
2018-04-16,57.47800064086914
2018-04-17,58.310001373291016
2018-04-18,58.38399887084961
2018-04-19,58.06399917602539
2018-04-20,57.99599838256836
2018-04-23,58.40800094604492
2018-04-24,58.130001068115234
2018-04-25,57.47800064086914
2018-04-26,58.433998107910156
2018-04-27,58.70600128173828
2018-04-30,58.93600082397461
2018-05-02,58.891998291015625
2018-05-03,57.93600082397461
2018-05-04,59.25
2018-05-07,59.79999923706055
2018-05-08,59.9739990234375
2018-05-09,60.189998626708984
2018-05-10,60.85599899291992
2018-05-11,60.875999450683594
2018-05-14,60.90800094604492
2018-05-15,60.83599853515625
2018-05-16,61.38999938964844
2018-05-17,61.61199951171875
2018-05-18,61.529998779296875
2018-05-21,61.529998779296875
2018-05-22,61.91600036621094
2018-05-23,61.84600067138672
2018-05-24,61.779998779296875
2018-05-25,62.29600143432617
2018-05-28,62.4379997253418
2018-05-29,62.310001373291016
2018-05-30,62.236000061035156
2018-05-31,62.11399841308594
2018-06-01,62.46799850463867
2018-06-04,62.650001525878906
2018-06-05,62.70800018310547
2018-06-06,62.64799880981445
2018-06-07,62.597999572753906
2018-06-08,62.81399917602539
2018-06-11,62.970001220703125
2018-06-12,63.0880012512207
2018-06-13,63.29800033569336
2018-06-14,63.875999450683594
2018-06-15,63.62200164794922
2018-06-18,63.7859992980957
2018-06-19,63.597999572753906
2018-06-20,63.88800048828125
2018-06-21,63.53799819946289
2018-06-22,63.43000030517578
2018-06-25,61.948001861572266
2018-06-26,62.31700134277344
2018-06-27,62.986000061035156
2018-06-28,62.50400161743164
2018-06-29,62.7239990234375
2018-07-02,62.362998962402344
2018-07-03,62.64699935913086
2018-07-04,62.46500015258789
2018-07-05,62.284000396728516
2018-07-06,62.72700119018555
2018-07-09,63.25400161743164
2018-07-10,63.643001556396484
2018-07-11,63.41600036621094
2018-07-12,63.84400177001953
2018-07-13,64.27300262451172
2018-07-16,63.90399932861328
2018-07-17,64.1259994506836
2018-07-18,64.63400268554688
2018-07-19,64.72000122070312
2018-07-20,64.14199829101562
2018-07-23,64.02999877929688
2018-07-24,64.5199966430664
2018-07-25,64.68000030517578
2018-07-26,65.10800170898438
2018-07-27,64.98400115966797
2018-07-30,64.04399871826172
2018-07-31,64.30000305175781
2018-08-01,64.4800033569336
2018-08-02,64.76599884033203
2018-08-03,65.2699966430664
2018-08-06,65.77999877929688
2018-08-07,65.94000244140625
2018-08-08,65.9020004272461
2018-08-09,66.10199737548828
2018-08-10,66.60399627685547
2018-08-13,66.40799713134766
2018-08-14,66.86000061035156
2018-08-15,66.5199966430664
2018-08-16,66.8219985961914
2018-08-17,66.62200164794922
2018-08-20,66.76799774169922
2018-08-21,66.5739974975586
2018-08-22,66.14399719238281
2018-08-23,66.06400299072266
2018-08-24,66.18199920654297
2018-08-27,66.37999725341797
2018-08-28,66.19200134277344
2018-08-29,66.65599822998047
2018-08-30,66.76000213623047
2018-08-31,66.81999969482422
2018-09-03,67.0199966430664
2018-09-04,67.08999633789062
2018-09-05,66.36599731445312
2018-09-06,66.23400115966797
2018-09-07,66.64199829101562
2018-09-10,66.46800231933594
2018-09-11,66.63200378417969
2018-09-12,66.56199645996094
2018-09-13,66.50399780273438
2018-09-14,66.76000213623047
2018-09-17,66.38600158691406
2018-09-18,66.5979995727539
2018-09-19,66.66600036621094
2018-09-20,66.71600341796875
2018-09-21,66.91600036621094
2018-09-24,66.32599639892578
2018-09-25,66.47799682617188
2018-09-26,66.61199951171875
2018-09-27,67.05000305175781
2018-09-28,67.25199890136719
2018-10-01,67.86000061035156
2018-10-02,67.77200317382812
2018-10-04,67.5199966430664
2018-10-05,67.13600158691406
2018-10-08,67.03600311279297
2018-10-09,67.29199981689453
2018-10-10,65.8239974975586
2018-10-11,63.762001037597656
2018-10-12,63.858001708984375
2018-10-15,63.95199966430664
2018-10-16,64.4520034790039
2018-10-17,64.83399963378906
2018-10-18,64.61799621582031
2018-10-19,64.73400115966797
2018-10-22,64.4540023803711
2018-10-23,63.119998931884766
2018-10-24,63.47999954223633
2018-10-25,63.53200149536133
2018-10-26,62.52799987792969
2018-10-29,62.86000061035156
2018-10-30,62.59400177001953
2018-10-31,64.25
2018-11-01,64.16200256347656
2018-11-02,63.874000549316406
2018-11-05,64.02799987792969
2018-11-06,64.35600280761719
2018-11-07,65.14600372314453
2018-11-08,65.86000061035156
2018-11-09,65.6719970703125
2018-11-12,65.12799835205078
2018-11-13,65.14800262451172
2018-11-14,64.1520004272461
2018-11-15,63.91400146484375
2018-11-16,63.97600173950195
2018-11-19,63.2400016784668
2018-11-20,62.32400131225586
2018-11-21,62.62200164794922
2018-11-22,61.77799987792969
2018-11-23,62.46200180053711
2018-11-26,62.79399871826172
2018-11-27,63.41400146484375
2018-11-28,63.90999984741211
2018-11-29,64.34400177001953
2018-11-30,64.79199981689453
2018-12-03,65.64399719238281
2018-12-04,65.3280029296875
2018-12-05,63.959999084472656
2018-12-06,62.12200164794922
2018-12-07,62.5260009765625
2018-12-10,61.25600051879883
2018-12-11,62.77000045776367
2018-12-12,63.07600021362305
2018-12-13,62.694000244140625
2018-12-14,62.23400115966797
2018-12-17,61.29399871826172
2018-12-18,60.439998626708984
2018-12-19,60.16600036621094
2018-12-20,58.29800033569336
2018-12-21,58.15800094604492
2018-12-27,57.349998474121094
2018-12-28,58.6879997253418
2019-01-02,59.15399932861328
2019-01-03,58.150001525878906
2019-01-04,59.220001220703125
2019-01-07,59.83599853515625
2019-01-08,59.92399978637695
2019-01-09,60.290000915527344
2019-01-10,60.4739990234375
2019-01-11,60.68000030517578
2019-01-14,60.52799987792969
2019-01-15,61.35599899291992
2019-01-16,61.8380012512207
2019-01-17,61.91600036621094
2019-01-18,63.150001525878906
2019-01-21,62.959999084472656
2019-01-22,62.6879997253418
2019-01-23,62.13199996948242
2019-01-24,62.5260009765625
2019-01-25,62.90399932861328
2019-01-28,61.9739990234375
2019-01-29,62.104000091552734
2019-01-30,62.65999984741211
2019-01-31,63.439998626708984
2019-02-01,63.577999114990234
2019-02-04,63.917999267578125
2019-02-05,64.51599884033203
2019-02-06,64.65399932861328
2019-02-07,63.78200149536133
2019-02-08,63.88800048828125
2019-02-11,64.72200012207031
2019-02-12,65.31400299072266
2019-02-13,65.7040023803711
2019-02-14,65.48799896240234
2019-02-15,66.21600341796875
2019-02-18,66.22599792480469
2019-02-19,66.06999969482422
2019-02-20,66.05799865722656
2019-02-21,66.02999877929688
2019-02-22,66.43000030517578
2019-02-25,66.79399871826172
2019-02-26,66.43599700927734
2019-02-27,66.16999816894531
2019-02-28,66.2020034790039
2019-03-01,66.25599670410156
2019-03-04,66.6240005493164
2019-03-05,66.73799896240234
2019-03-06,66.30000305175781
2019-03-07,66.31199645996094
2019-03-08,65.60800170898438
2019-03-11,66.7020034790039
2019-03-12,66.8239974975586
2019-03-13,67.23799896240234
2019-03-14,67.21800231933594
2019-03-15,67.49800109863281
2019-03-18,67.33399963378906
2019-03-19,67.78600311279297
2019-03-20,66.95800018310547
2019-03-21,67.6719970703125
2019-03-22,67.20999908447266
2019-03-25,66.70999908447266
2019-03-26,67.38600158691406
2019-03-27,67.16200256347656
2019-03-28,67.50800323486328
2019-03-29,68.05400085449219
2019-04-01,68.84200286865234
2019-04-02,69.13800048828125
2019-04-03,69.34400177001953
2019-04-04,69.23799896240234
2019-04-05,69.60800170898438
2019-04-08,69.33399963378906
2019-04-09,69.08599853515625
2019-04-10,69.21399688720703
2019-04-11,69.36599731445312
2019-04-12,69.34400177001953
2019-04-15,69.40399932861328
2019-04-16,69.6780014038086
2019-04-17,69.39600372314453
2019-04-18,69.69599914550781
2019-04-23,70.63600158691406
2019-04-24,70.91200256347656
2019-04-25,71.12000274658203
2019-04-26,71.00800323486328
2019-04-29,71.28399658203125
2019-04-30,70.73400115966797
2019-05-02,70.43800354003906
2019-05-03,71.0
2019-05-06,70.53199768066406
2019-05-07,69.88800048828125
2019-05-08,69.62000274658203
2019-05-09,68.4520034790039
2019-05-10,68.13800048828125
2019-05-13,67.72200012207031
2019-05-14,68.7239990234375
2019-05-15,68.85199737548828
2019-05-16,69.98600006103516
2019-05-17,69.83200073242188
2019-05-20,68.91200256347656
2019-05-21,69.4540023803711
2019-05-22,69.36599731445312
2019-05-23,68.34400177001953
2019-05-24,68.29199981689453
2019-05-27,68.4219970703125
2019-05-28,68.47000122070312
2019-05-29,67.5739974975586
2019-05-30,67.75800323486328
2019-05-31,67.21600341796875
2019-06-03,66.60800170898438
2019-06-04,67.21600341796875
2019-06-05,67.77999877929688
2019-06-06,68.0199966430664
2019-06-07,68.72000122070312
2019-06-11,69.22599792480469
2019-06-12,68.97200012207031
2019-06-13,69.39199829101562
2019-06-14,69.72599792480469
2019-06-17,69.80799865722656
2019-06-18,70.83799743652344
2019-06-19,70.55400085449219
2019-06-20,70.77200317382812
2019-06-21,70.89600372314453
2019-06-24,70.24600219726562
2019-06-25,69.86799621582031
2019-06-26,69.56199645996094
2019-06-27,69.5979995727539
2019-06-28,69.87200164794922
2019-07-01,71.0719985961914
2019-07-02,71.0780029296875
2019-07-03,71.87799835205078
2019-07-04,72.10399627685547
2019-07-05,72.04399871826172
2019-07-08,71.947998046875
2019-07-09,71.95999908447266
2019-07-10,72.08399963378906
2019-07-11,72.30400085449219
2019-07-12,72.51000213623047
2019-07-15,72.61399841308594
2019-07-16,72.87999725341797
2019-07-17,72.43399810791016
2019-07-18,71.96800231933594
2019-07-19,72.5260009765625
2019-07-22,72.1500015258789
2019-07-23,72.81999969482422
2019-07-24,73.24400329589844
2019-07-25,73.197998046875
2019-07-26,73.80999755859375
2019-07-29,73.63600158691406
2019-07-30,73.41000366210938
2019-07-31,73.55999755859375
2019-08-01,73.94400024414062
2019-08-02,71.39399719238281
2019-08-05,69.59400177001953
2019-08-06,69.0999984741211
2019-08-07,69.12000274658203
2019-08-08,70.81400299072266
2019-08-09,70.43599700927734
2019-08-12,70.01799774169922
2019-08-13,70.89600372314453
2019-08-14,69.8499984741211
2019-08-15,69.697998046875
2019-08-16,70.73200225830078
2019-08-19,71.67400360107422
2019-08-20,71.50199890136719
2019-08-21,71.70800018310547
2019-08-22,71.52400207519531
2019-08-23,70.18800354003906
2019-08-26,70.23999786376953
2019-08-27,70.58999633789062
2019-08-28,70.72599792480469
2019-08-29,71.84400177001953
2019-08-30,72.24600219726562
2019-09-02,72.23999786376953
2019-09-03,72.01200103759766
2019-09-04,72.25800323486328
2019-09-05,73.33999633789062
2019-09-06,73.4000015258789
2019-09-09,73.3479995727539
2019-09-10,72.80999755859375
2019-09-11,73.9219970703125
2019-09-12,74.08799743652344
2019-09-13,73.93399810791016
2019-09-16,74.0739974975586
2019-09-17,73.77999877929688
2019-09-18,73.6500015258789
2019-09-19,74.35800170898438
2019-09-20,74.39199829101562
2019-09-23,74.04199981689453
2019-09-24,73.86000061035156
2019-09-25,73.76799774169922
2019-09-26,73.83000183105469
2019-09-27,74.09200286865234
2019-09-30,74.25599670410156
2019-10-01,73.66200256347656
2019-10-02,71.5719985961914
2019-10-04,72.76599884033203
2019-10-07,73.10600280761719
2019-10-08,72.00399780273438
2019-10-09,72.1780014038086
2019-10-10,72.77200317382812
2019-10-11,73.71600341796875
2019-10-14,73.33399963378906
2019-10-15,73.86199951171875
2019-10-16,73.53199768066406
2019-10-17,73.28199768066406
2019-10-18,73.00399780273438
2019-10-21,73.30599975585938
2019-10-22,73.49800109863281
2019-10-23,73.41600036621094
2019-10-24,73.86000061035156
2019-10-25,74.25599670410156
2019-10-28,74.52999877929688
2019-10-29,74.58799743652344
2019-10-30,74.30400085449219
2019-10-31,73.9000015258789
2019-11-01,74.58799743652344
2019-11-04,75.26200103759766
2019-11-05,75.6760025024414
2019-11-06,75.58000183105469
2019-11-07,76.2699966430664
2019-11-08,76.18599700927734
2019-11-11,76.03399658203125
2019-11-12,76.65399932861328
2019-11-13,76.53800201416016
2019-11-14,76.4739990234375
2019-11-15,76.85800170898438
2019-11-18,76.75
2019-11-19,76.7699966430664
2019-11-20,76.82599639892578
2019-11-21,76.41000366210938
2019-11-22,76.76399993896484
2019-11-25,77.59600067138672
2019-11-26,77.76399993896484
2019-11-27,78.12999725341797
2019-11-28,78.15399932861328
2019-11-29,77.91400146484375
2019-12-02,76.61599731445312
2019-12-03,75.76399993896484
2019-12-04,76.7300033569336
2019-12-05,76.4280014038086
2019-12-06,77.80799865722656
2019-12-09,77.54199981689453
2019-12-10,77.18599700927734
2019-12-11,77.1760025024414
2019-12-12,77.59200286865234
2019-12-13,77.5479965209961
2019-12-16,78.29199981689453
2019-12-17,78.14399719238281
2019-12-18,78.44400024414062
2019-12-19,78.56199645996094
2019-12-20,79.46399688720703
2019-12-23,79.4280014038086
2019-12-27,79.31199645996094
2019-12-30,79.0459976196289
2020-01-02,79.01399993896484
2020-01-03,79.13999938964844
2020-01-06,78.99600219726562
2020-01-07,79.55400085449219
2020-01-08,79.9280014038086
2020-01-09,80.61399841308594
2020-01-10,80.56800079345703
2020-01-13,80.4739990234375
2020-01-14,80.81999969482422
2020-01-15,80.85800170898438
2020-01-16,81.2300033569336
2020-01-17,81.93199920654297
2020-01-20,82.04000091552734
2020-01-21,82.02999877929688
2020-01-22,82.28199768066406
2020-01-23,82.052001953125
2020-01-24,82.31199645996094
2020-01-27,80.64199829101562
2020-01-28,81.51399993896484
2020-01-29,81.7959976196289
2020-01-30,80.9260025024414
2020-01-31,80.08799743652344
2020-02-03,80.56199645996094
2020-02-04,82.13800048828125
2020-02-05,82.7699966430664
2020-02-06,83.46399688720703
2020-02-07,83.552001953125
2020-02-10,83.87999725341797
2020-02-11,84.4739990234375
2020-02-12,84.96800231933594
2020-02-13,85.48999786376953
2020-02-14,85.5459976196289
2020-02-17,85.86199951171875
2020-02-18,85.31600189208984
2020-02-19,86.30400085449219
2020-02-20,85.22599792480469
2020-02-21,84.68599700927734
2020-02-24,82.00199890136719
2020-02-25,80.55400085449219
2020-02-26,79.93599700927734
2020-02-27,76.33000183105469
2020-02-28,72.80400085449219
2020-03-02,74.25599670410156
2020-03-03,74.83200073242188
2020-03-04,75.4739990234375
2020-03-05,75.34400177001953
2020-03-06,71.68800354003906
2020-03-09,66.94000244140625
2020-03-10,66.9540023803711
2020-03-11,67.51399993896484
2020-03-12,62.08399963378906
2020-03-13,63.09600067138672
2020-03-16,62.263999938964844
2020-03-17,62.071998596191406
2020-03-18,59.62200164794922
2020-03-19,61.08000183105469
2020-03-20,60.779998779296875
2020-03-23,56.86800003051758
2020-03-24,61.683998107910156
2020-03-25,63.465999603271484
2020-03-26,64.48799896240234
2020-03-27,63.07600021362305
2020-03-30,64.60399627685547
2020-03-31,65.73999786376953
2020-04-01,62.73400115966797
2020-04-02,63.30799865722656
2020-04-03,63.20800018310547
2020-04-06,66.02400207519531
2020-04-07,68.58799743652344
2020-04-08,68.56600189208984
2020-04-09,70.02799987792969
2020-04-14,70.61000061035156
2020-04-15,69.70800018310547
2020-04-16,70.90399932861328
2020-04-17,71.65799713134766
2020-04-20,72.40599822998047
2020-04-21,69.13200378417969
2020-04-22,70.78399658203125
2020-04-23,71.86399841308594
2020-04-24,71.24800109863281
2020-04-27,72.95999908447266
2020-04-28,73.13600158691406
2020-04-29,74.34200286865234
2020-04-30,73.24600219726562
2020-05-04,71.08399963378906
2020-05-05,73.44000244140625
2020-05-06,73.12200164794922
2020-05-07,73.9000015258789
2020-05-08,74.23999786376953
2020-05-11,74.59600067138672
2020-05-12,74.4020004272461
2020-05-13,72.31600189208984
2020-05-14,71.81199645996094
2020-05-15,72.27999877929688
2020-05-18,75.05400085449219
2020-05-19,74.7959976196289
2020-05-20,74.91200256347656
2020-05-21,74.37000274658203
2020-05-22,74.59600067138672
2020-05-25,76.00399780273438
2020-05-26,75.77400207519531
2020-05-27,75.33000183105469
2020-05-28,76.40599822998047
2020-05-29,74.98400115966797
2020-06-02,75.80999755859375
2020-06-03,76.87799835205078
2020-06-04,76.21800231933594
2020-06-05,78.447998046875
2020-06-08,78.55799865722656
2020-06-09,78.11399841308594
2020-06-10,77.73799896240234
2020-06-11,74.97000122070312
2020-06-12,74.7959976196289
2020-06-15,74.20999908447266
2020-06-16,76.9739990234375
2020-06-17,77.27200317382812
2020-06-18,76.96800231933594
2020-06-19,77.69000244140625
2020-06-22,76.51000213623047
2020-06-23,77.20800018310547
2020-06-24,75.22599792480469
2020-06-25,75.30000305175781
2020-06-26,75.0719985961914
2020-06-29,75.03399658203125
2020-06-30,75.9540023803711
2020-07-01,76.6500015258789
2020-07-02,77.74199676513672
2020-07-03,77.27999877929688
2020-07-06,78.29399871826172
2020-07-07,78.3239974975586
2020-07-08,77.37200164794922
2020-07-09,77.1719970703125
2020-07-10,77.90399932861328
2020-07-13,79.35199737548828
2020-07-14,77.37200164794922
2020-07-15,78.53399658203125
2020-07-16,78.0719985961914
2020-07-17,78.43599700927734
2020-07-20,78.84400177001953
2020-07-21,79.4260025024414
2020-07-22,78.55400085449219
2020-07-23,78.71399688720703
2020-07-24,77.03600311279297
2020-07-27,76.25800323486328
2020-07-28,76.98799896240234
2020-07-29,76.85800170898438
2020-07-30,76.51799774169922
2020-07-31,76.49800109863281
2020-08-03,78.36000061035156
2020-08-04,78.28199768066406
2020-08-05,78.04199981689453
2020-08-06,78.27799987792969
2020-08-07,79.18000030517578
2020-08-10,79.31800079345703
2020-08-11,79.79399871826172
2020-08-12,79.78199768066406
2020-08-13,79.68599700927734
2020-08-14,79.552001953125
2020-08-17,79.55400085449219
2020-08-18,79.32599639892578
2020-08-19,79.7699966430664
2020-08-20,79.64199829101562
2020-08-21,80.4000015258789
2020-08-24,80.947998046875
2020-08-25,81.10800170898438
2020-08-26,81.7979965209961
2020-08-27,82.79000091552734
2020-08-28,82.08399963378906
2020-08-31,81.93800354003906
2020-09-01,82.3759994506836
2020-09-02,83.83399963378906
2020-09-03,82.03800201416016
2020-09-04,79.89199829101562
2020-09-07,81.1500015258789
2020-09-08,79.40599822998047
2020-09-09,80.29000091552734
